review_id,product_id,sentiment_score,sentiment_magnitude
1,1,0.10000000149011612,3.9000000953674316
2,1,0.0,1.100000023841858
3,1,0.800000011920929,0.800000011920929
4,1,0.20000000298023224,4.300000190734863
5,1,0.8999999761581421,0.8999999761581421
6,1,0.6000000238418579,1.2999999523162842
7,1,0.699999988079071,1.5
8,1,0.10000000149011612,1.399999976158142
9,1,0.6000000238418579,0.6000000238418579
10,1,0.20000000298023224,2.200000047683716
11,1,0.5,2.9000000953674316
12,1,0.8999999761581421,2.799999952316284
13,1,0.6000000238418579,0.6000000238418579
14,1,0.699999988079071,2.799999952316284
15,1,0.800000011920929,0.800000011920929
16,1,0.20000000298023224,11.0
17,1,0.30000001192092896,2.4000000953674316
18,1,0.8999999761581421,2.799999952316284
19,1,0.800000011920929,0.800000011920929
20,1,0.5,2.4000000953674316
21,1,0.6000000238418579,2.799999952316284
22,1,0.8999999761581421,0.8999999761581421
23,1,0.800000011920929,2.5999999046325684
24,1,0.8999999761581421,4.699999809265137
25,1,0.6000000238418579,0.6000000238418579
26,1,0.5,1.0
27,1,0.800000011920929,1.7000000476837158
28,1,0.6000000238418579,2.5999999046325684
29,1,0.8999999761581421,0.8999999761581421
30,1,0.8999999761581421,2.700000047683716
31,1,0.5,0.5
32,1,0.5,1.100000023841858
33,1,0.20000000298023224,2.200000047683716
34,1,0.30000001192092896,3.0999999046325684
35,1,-0.20000000298023224,6.300000190734863
36,1,-0.800000011920929,1.7000000476837158
37,1,0.8999999761581421,2.799999952316284
38,1,0.10000000149011612,0.10000000149011612
39,1,0.8999999761581421,0.8999999761581421
40,1,0.10000000149011612,0.10000000149011612
41,1,0.10000000149011612,0.10000000149011612
42,1,0.699999988079071,0.699999988079071
43,1,0.30000001192092896,3.200000047683716
44,1,0.0,1.2999999523162842
45,1,0.8999999761581421,1.899999976158142
46,1,0.699999988079071,3.0999999046325684
47,1,0.8999999761581421,1.7999999523162842
48,1,-0.4000000059604645,0.8999999761581421
49,1,0.4000000059604645,0.8999999761581421
50,1,0.800000011920929,1.7000000476837158
51,1,0.8999999761581421,0.8999999761581421
52,1,0.8999999761581421,0.8999999761581421
53,1,-0.30000001192092896,4.0
54,1,0.0,0.0
55,1,0.6000000238418579,1.2000000476837158
56,1,-0.20000000298023224,0.800000011920929
57,1,0.6000000238418579,4.699999809265137
58,1,0.4000000059604645,2.5999999046325684
59,1,0.8999999761581421,1.7999999523162842
60,1,-0.6000000238418579,3.299999952316284
61,1,0.800000011920929,0.800000011920929
62,1,0.4000000059604645,1.7999999523162842
63,1,0.30000001192092896,3.200000047683716
64,1,0.8999999761581421,0.8999999761581421
65,1,0.699999988079071,2.9000000953674316
66,1,0.8999999761581421,1.899999976158142
67,1,0.8999999761581421,0.8999999761581421
68,1,0.4000000059604645,2.200000047683716
69,1,0.8999999761581421,0.8999999761581421
70,1,0.30000001192092896,1.100000023841858
71,1,0.8999999761581421,0.8999999761581421
72,1,0.8999999761581421,0.8999999761581421
73,1,0.8999999761581421,0.8999999761581421
74,1,0.8999999761581421,0.8999999761581421
75,1,0.8999999761581421,0.8999999761581421
76,1,0.5,0.5
77,1,0.5,1.7000000476837158
78,1,0.30000001192092896,1.2000000476837158
79,1,0.6000000238418579,1.899999976158142
80,1,0.0,1.600000023841858
81,1,-0.30000001192092896,5.300000190734863
82,1,0.8999999761581421,0.8999999761581421
83,1,0.10000000149011612,0.4000000059604645
84,1,0.0,0.10000000149011612
85,1,0.20000000298023224,2.9000000953674316
86,1,-0.5,1.100000023841858
87,1,-0.30000001192092896,0.800000011920929
88,1,0.6000000238418579,1.2999999523162842
89,1,0.6000000238418579,2.700000047683716
90,1,-0.6000000238418579,4.199999809265137
91,1,0.8999999761581421,0.8999999761581421
92,1,-0.10000000149011612,0.5
93,1,0.4000000059604645,2.0
94,1,-0.5,0.5
95,1,0.699999988079071,0.699999988079071
96,1,0.5,1.0
97,1,0.800000011920929,0.800000011920929
98,1,0.5,1.0
99,1,0.8999999761581421,0.8999999761581421
100,1,0.8999999761581421,0.8999999761581421
101,1,0.5,0.5
102,1,0.8999999761581421,0.8999999761581421
103,1,0.0,4.199999809265137
104,1,-0.699999988079071,2.299999952316284
105,1,0.10000000149011612,0.4000000059604645
106,1,0.20000000298023224,1.2000000476837158
107,1,0.0,0.10000000149011612
108,1,-0.20000000298023224,1.5
109,1,0.10000000149011612,0.10000000149011612
110,1,0.6000000238418579,3.9000000953674316
111,1,0.30000001192092896,4.199999809265137
112,1,0.4000000059604645,2.4000000953674316
113,1,0.800000011920929,0.800000011920929
114,1,0.8999999761581421,0.8999999761581421
115,1,0.4000000059604645,4.5
116,1,0.6000000238418579,3.0999999046325684
117,1,0.0,0.0
118,1,0.8999999761581421,0.8999999761581421
119,1,0.800000011920929,0.800000011920929
120,1,0.30000001192092896,2.799999952316284
121,1,0.800000011920929,1.7000000476837158
122,1,0.30000001192092896,0.6000000238418579
123,1,0.800000011920929,0.800000011920929
124,1,0.8999999761581421,0.8999999761581421
125,1,0.30000001192092896,1.2000000476837158
